Date,Open,High,Low,Close
"Jun 6, 2023","2,475.00","2,506.95","2,425.90","2,433.65"
"Jun 5, 2023","2,463.20","2,514.00","2,428.00","2,433.95"
"Jun 2, 2023","2,535.00","2,538.90","2,425.00","2,445.05"
"Jun 1, 2023","2,499.90","2,560.00","2,485.30","2,492.15"
"May 31, 2023","2,482.00","2,573.00","2,428.00","2,493.35"
"May 30, 2023","2,529.30","2,554.15","2,475.15","2,496.45"
"May 29, 2023","2,570.00","2,583.50","2,523.00","2,534.05"
"May 26, 2023","2,565.00","2,599.95","2,535.15","2,544.35"
"May 25, 2023","2,440.00","2,558.80","2,386.65","2,537.45"
"May 24, 2023","2,709.00","2,750.00","2,425.35","2,475.60"
"May 23, 2023","2,410.90","2,759.45","2,400.00","2,633.70"
"May 22, 2023","2,010.00","2,347.00","1,983.40","2,326.10"
"May 19, 2023","1,888.00","1,983.00","1,872.10","1,956.05"
"May 18, 2023","1,910.05","1,924.00","1,877.20","1,890.00"
"May 17, 2023","1,900.00","1,919.95","1,857.75","1,899.50"
"May 16, 2023","1,927.00","1,935.00","1,881.00","1,889.15"
"May 15, 2023","1,959.90","1,964.70","1,880.00","1,916.05"
"May 12, 2023","2,009.00","2,010.00","1,946.55","1,964.70"
"May 11, 2023","1,925.00","2,013.75","1,910.00","1,984.65"
"May 10, 2023","1,899.00","1,914.90","1,883.95","1,892.15"
"May 9, 2023","1,900.00","1,930.00","1,889.10","1,896.10"
"May 8, 2023","1,920.30","1,926.90","1,876.00","1,887.50"
"May 5, 2023","1,954.80","1,955.00","1,903.15","1,920.30"
"May 4, 2023","1,839.05","1,935.00","1,839.05","1,911.25"
"May 3, 2023","1,919.00","1,940.00","1,785.35","1,839.00"
"May 2, 2023","1,935.00","1,966.00","1,908.00","1,919.85"
"Apr 28, 2023","1,868.05","1,944.00","1,857.15","1,924.95"
"Apr 27, 2023","1,848.00","1,864.95","1,832.55","1,853.05"
"Apr 26, 2023","1,854.00","1,874.00","1,826.40","1,847.90"
"Apr 25, 2023","1,806.00","1,913.75","1,801.80","1,844.60"
"Apr 24, 2023","1,804.00","1,817.40","1,775.80","1,801.95"
"Apr 21, 2023","1,846.00","1,853.25","1,796.05","1,803.00"
"Apr 20, 2023","1,855.00","1,878.90","1,836.85","1,842.90"
"Apr 19, 2023","1,847.00","1,877.70","1,835.00","1,853.85"
"Apr 18, 2023","1,892.00","1,902.75","1,830.00","1,850.95"
"Apr 17, 2023","1,870.75","1,904.90","1,847.00","1,878.75"
"Apr 13, 2023","1,855.00","1,885.00","1,826.05","1,870.75"
"Apr 12, 2023","1,814.00","1,858.75","1,797.05","1,847.25"
"Apr 11, 2023","1,810.00","1,829.00","1,792.85","1,803.15"
"Apr 10, 2023","1,774.00","1,812.70","1,760.60","1,797.25"
"Apr 6, 2023","1,705.00","1,793.65","1,688.15","1,754.05"
"Apr 5, 2023","1,717.45","1,737.95","1,671.55","1,698.00"
"Apr 3, 2023","1,750.45","1,754.95","1,695.50","1,717.45"
"Mar 31, 2023","1,788.00","1,825.00","1,740.00","1,750.45"
"Mar 29, 2023","1,602.95","1,756.00","1,591.10","1,740.40"
"Mar 28, 2023","1,727.95","1,733.00","1,573.00","1,600.85"
"Mar 27, 2023","1,740.65","1,757.40","1,682.00","1,723.05"
"Mar 24, 2023","1,796.00","1,823.00","1,695.25","1,740.65"
"Mar 23, 2023","1,794.00","1,834.00","1,780.00","1,794.00"
"Mar 22, 2023","1,834.00","1,850.00","1,806.15","1,815.40"
"Mar 21, 2023","1,836.95","1,861.00","1,804.95","1,824.25"
"Mar 20, 2023","1,837.00","1,849.95","1,777.40","1,804.95"
"Mar 17, 2023","1,901.00","1,918.85","1,845.00","1,876.55"
"Mar 16, 2023","1,861.00","1,875.00","1,795.00","1,843.80"
"Mar 15, 2023","1,760.90","1,891.45","1,728.10","1,839.00"
"Mar 14, 2023","1,874.00","1,874.85","1,651.35","1,738.20"
"Mar 13, 2023","1,917.00","1,985.00","1,857.40","1,874.40"
"Mar 10, 2023","1,870.00","1,940.00","1,820.60","1,896.20"
"Mar 9, 2023","2,049.80","2,068.85","1,905.35","1,953.15"
"Mar 8, 2023","2,040.00","2,088.00","1,941.00","2,039.65"
"Mar 6, 2023","1,966.70","2,135.00","1,855.00","1,982.90"
"Mar 3, 2023","1,688.85","1,905.95","1,685.50","1,879.50"
"Mar 2, 2023","1,499.90","1,646.00","1,407.90","1,607.25"
"Mar 1, 2023","1,424.00","1,580.00","1,411.00","1,564.30"
"Feb 28, 2023","1,145.00","1,398.00","1,103.75","1,363.85"
"Feb 27, 2023","1,300.00","1,313.80","1,131.05","1,193.50"
"Feb 24, 2023","1,410.00","1,427.00","1,261.60","1,315.65"
"Feb 23, 2023","1,380.00","1,438.00","1,350.00","1,382.65"
"Feb 22, 2023","1,535.00","1,560.00","1,381.20","1,404.85"
"Feb 21, 2023","1,626.00","1,644.45","1,561.30","1,571.10"
"Feb 20, 2023","1,650.00","1,685.00","1,560.50","1,621.45"
"Feb 17, 2023","1,800.00","1,815.85","1,703.20","1,722.70"
"Feb 16, 2023","1,820.00","1,874.95","1,790.00","1,796.60"
"Feb 15, 2023","1,780.00","1,824.40","1,750.00","1,779.10"
"Feb 14, 2023","1,735.00","1,889.00","1,611.35","1,749.70"
"Feb 13, 2023","1,850.00","1,921.70","1,662.25","1,717.65"
"Feb 10, 2023","1,769.00","1,990.00","1,733.15","1,846.95"
"Feb 9, 2023","2,168.00","2,168.00","1,731.40","1,925.70"
"Feb 8, 2023","1,869.85","2,222.15","1,840.85","2,164.25"
"Feb 7, 2023","1,571.00","1,962.70","1,525.60","1,802.95"
"Feb 6, 2023","1,575.00","1,615.00","1,435.20","1,572.70"
"Feb 3, 2023","1,490.00","1,679.90","1,017.45","1,586.80"
"Feb 2, 2023","2,348.85","2,348.85","1,494.75","1,565.25"
"Feb 1, 2023","2,995.00","3,010.75","1,941.20","2,135.35"
"Jan 31, 2023","2,980.00","3,073.60","2,906.00","2,973.90"
"Jan 30, 2023","2,850.00","3,037.55","2,665.00","2,892.85"
"Jan 27, 2023","3,335.00","3,346.50","2,712.00","2,761.45"
"Jan 25, 2023","3,422.00","3,428.00","3,315.00","3,388.95"
"Jan 24, 2023","3,447.45","3,508.00","3,430.00","3,442.00"
"Jan 23, 2023","3,443.05","3,460.00","3,412.55","3,436.35"
"Jan 20, 2023","3,450.00","3,477.35","3,440.95","3,456.15"
"Jan 19, 2023","3,470.00","3,537.70","3,426.70","3,463.55"
"Jan 18, 2023","3,648.00","3,648.00","3,527.10","3,596.70"
"Jan 17, 2023","3,620.00","3,649.60","3,560.20","3,639.35"
"Jan 16, 2023","3,720.00","3,739.95","3,600.00","3,619.80"
"Jan 13, 2023","3,651.20","3,736.05","3,642.20","3,721.15"
"Jan 12, 2023","3,642.50","3,679.00","3,612.00","3,647.20"
"Jan 11, 2023","3,660.00","3,664.50","3,560.10","3,635.80"
"Jan 10, 2023","3,859.00","3,862.05","3,555.00","3,646.90"
"Jan 9, 2023","3,843.00","3,880.00","3,811.25","3,855.30"
"Jan 6, 2023","3,829.00","3,868.25","3,797.05","3,824.25"
"Jan 5, 2023","3,827.05","3,842.40","3,756.90","3,829.80"
"Jan 4, 2023","3,839.00","3,874.95","3,803.60","3,827.05"
"Jan 3, 2023","3,841.90","3,852.85","3,791.00","3,830.95"
"Jan 2, 2023","3,870.00","3,874.00","3,822.55","3,841.20"
"Dec 30, 2022","3,829.70","3,898.00","3,822.05","3,858.35"
"Dec 29, 2022","3,790.00","3,825.00","3,748.10","3,810.60"
"Dec 28, 2022","3,756.05","3,825.00","3,745.00","3,797.70"
"Dec 27, 2022","3,732.45","3,797.90","3,695.05","3,769.65"
"Dec 26, 2022","3,653.00","3,744.90","3,620.00","3,716.75"
"Dec 23, 2022","3,822.00","3,848.00","3,616.80","3,642.20"
"Dec 22, 2022","3,948.00","3,948.00","3,817.05","3,868.55"
"Dec 21, 2022","4,175.00","4,190.00","3,883.25","3,901.95"
"Dec 20, 2022","4,095.00","4,172.00","4,066.40","4,165.30"
"Dec 19, 2022","3,988.00","4,104.00","3,971.45","4,075.30"
"Dec 16, 2022","4,018.90","4,047.90","3,944.05","3,980.80"
"Dec 15, 2022","4,055.80","4,073.05","4,025.00","4,043.75"
"Dec 14, 2022","4,076.00","4,092.05","4,040.00","4,055.80"
"Dec 13, 2022","4,027.80","4,072.00","4,011.60","4,060.20"
"Dec 12, 2022","3,997.00","4,031.90","3,968.75","4,016.70"
"Dec 9, 2022","4,044.00","4,094.00","3,941.50","3,996.80"
"Dec 8, 2022","4,010.00","4,045.00","4,003.35","4,025.00"
"Dec 7, 2022","4,031.00","4,057.90","3,984.55","3,999.30"
"Dec 6, 2022","3,920.00","4,057.00","3,909.00","4,031.80"
"Dec 5, 2022","3,928.90","3,939.00","3,810.05","3,930.40"
"Dec 2, 2022","3,905.00","3,963.80","3,885.00","3,922.50"
"Dec 1, 2022","3,937.50","3,944.95","3,902.45","3,915.10"
"Nov 30, 2022","3,897.80","3,939.90","3,867.00","3,917.90"
"Nov 29, 2022","3,885.00","3,915.00","3,864.05","3,878.40"
"Nov 28, 2022","3,899.40","3,925.00","3,871.40","3,886.15"
"Nov 25, 2022","3,929.00","3,949.90","3,845.30","3,901.10"
"Nov 24, 2022","3,910.00","3,935.00","3,821.00","3,921.10"
"Nov 23, 2022","4,050.00","4,061.85","3,873.00","3,903.30"
"Nov 22, 2022","4,001.85","4,056.00","3,988.00","4,034.00"
"Nov 21, 2022","4,019.95","4,019.95","3,921.95","4,001.85"
"Nov 18, 2022","4,028.35","4,043.00","3,984.00","4,019.80"
"Nov 17, 2022","3,970.00","4,033.00","3,900.00","4,018.15"
"Nov 16, 2022","4,057.30","4,096.00","3,863.55","3,956.60"
"Nov 15, 2022","4,025.05","4,065.00","4,022.00","4,057.80"
"Nov 14, 2022","3,999.00","4,078.00","3,990.00","4,022.55"
"Nov 11, 2022","4,040.00","4,048.95","3,975.15","4,008.85"
"Nov 10, 2022","3,995.00","4,030.00","3,962.15","3,992.25"
"Nov 9, 2022","3,977.00","4,048.00","3,943.05","3,997.20"
"Nov 7, 2022","3,852.45","4,013.70","3,820.00","3,960.60"
"Nov 4, 2022","3,642.00","3,849.80","3,566.75","3,833.25"
"Nov 3, 2022","3,550.00","3,614.70","3,542.45","3,590.40"
"Nov 2, 2022","3,580.00","3,625.15","3,526.00","3,580.70"
"Nov 1, 2022","3,361.90","3,607.45","3,352.00","3,575.70"
"Oct 31, 2022","3,339.95","3,360.00","3,326.10","3,347.45"
"Oct 28, 2022","3,322.00","3,387.95","3,297.65","3,323.30"
"Oct 27, 2022","3,319.85","3,355.00","3,297.00","3,325.00"
"Oct 25, 2022","3,321.95","3,345.00","3,294.00","3,300.50"
"Oct 24, 2022","3,325.00","3,340.10","3,287.40","3,309.80"
"Oct 21, 2022","3,374.90","3,382.00","3,287.00","3,311.90"
"Oct 20, 2022","3,260.00","3,365.00","3,245.00","3,357.10"
"Oct 19, 2022","3,300.00","3,310.00","3,259.65","3,277.25"
"Oct 18, 2022","3,249.00","3,298.00","3,226.10","3,284.30"
"Oct 17, 2022","3,211.00","3,235.00","3,136.10","3,212.60"
"Oct 14, 2022","3,272.00","3,305.00","3,194.85","3,209.50"
"Oct 13, 2022","3,218.00","3,262.80","3,189.00","3,233.65"
"Oct 12, 2022","3,297.00","3,297.00","3,145.00","3,223.65"
"Oct 11, 2022","3,257.55","3,338.00","3,249.00","3,273.95"
"Oct 10, 2022","3,234.00","3,278.75","3,214.35","3,246.25"
"Oct 7, 2022","3,280.00","3,310.95","3,228.15","3,277.60"
"Oct 6, 2022","3,270.00","3,318.80","3,208.05","3,285.00"
"Oct 4, 2022","3,230.00","3,291.20","3,125.00","3,237.70"
"Oct 3, 2022","3,440.00","3,460.05","3,110.20","3,157.30"
"Sep 30, 2022","3,447.95","3,523.80","3,371.10","3,455.75"
"Sep 29, 2022","3,583.50","3,664.75","3,443.60","3,470.70"
"Sep 28, 2022","3,528.00","3,596.95","3,503.00","3,548.75"
"Sep 27, 2022","3,596.00","3,629.55","3,485.85","3,559.10"
"Sep 26, 2022","3,646.30","3,658.00","3,532.00","3,586.20"
"Sep 23, 2022","3,732.00","3,737.90","3,655.00","3,674.30"
"Sep 22, 2022","3,639.00","3,735.95","3,608.05","3,716.30"
"Sep 21, 2022","3,837.65","3,862.80","3,571.25","3,640.10"
"Sep 20, 2022","3,819.00","3,885.00","3,812.00","3,834.55"
"Sep 19, 2022","3,718.95","3,801.95","3,680.75","3,778.65"
"Sep 16, 2022","3,755.00","3,866.95","3,614.60","3,702.20"
"Sep 15, 2022","3,590.00","3,767.95","3,575.00","3,748.70"
"Sep 14, 2022","3,518.00","3,608.00","3,511.00","3,572.10"
"Sep 13, 2022","3,478.00","3,568.90","3,421.30","3,555.80"
"Sep 12, 2022","3,465.00","3,495.50","3,457.90","3,463.80"
"Sep 9, 2022","3,479.00","3,507.95","3,415.15","3,451.20"
"Sep 8, 2022","3,499.00","3,501.50","3,450.00","3,462.80"
"Sep 7, 2022","3,435.80","3,487.95","3,406.10","3,473.75"
"Sep 6, 2022","3,370.00","3,447.60","3,355.00","3,435.80"
"Sep 5, 2022","3,374.10","3,431.80","3,313.00","3,346.55"
"Sep 2, 2022","3,261.00","3,369.40","3,225.00","3,355.80"
"Sep 1, 2022","3,200.00","3,245.00","3,184.40","3,233.25"
"Aug 30, 2022","3,165.00","3,263.10","3,161.00","3,194.35"
"Aug 29, 2022","3,055.00","3,166.45","3,037.85","3,142.60"
"Aug 26, 2022","3,080.00","3,172.95","3,078.00","3,139.55"
"Aug 25, 2022","3,167.00","3,177.80","3,055.70","3,066.35"
"Aug 24, 2022","3,038.00","3,153.00","2,986.00","3,134.65"
"Aug 23, 2022","3,032.65","3,074.00","2,927.40","3,030.65"
"Aug 22, 2022","3,134.00","3,191.80","3,029.20","3,051.60"
"Aug 19, 2022","3,178.00","3,258.90","3,075.25","3,130.20"
"Aug 18, 2022","3,005.00","3,186.00","3,004.00","3,153.65"
"Aug 17, 2022","2,986.00","3,028.55","2,980.00","3,008.65"
"Aug 16, 2022","2,879.00","2,986.00","2,871.00","2,975.85"
"Aug 12, 2022","2,840.00","2,871.15","2,834.05","2,864.55"
"Aug 11, 2022","2,841.00","2,848.40","2,815.10","2,834.05"
"Aug 10, 2022","2,801.75","2,834.90","2,781.55","2,827.20"
"Aug 8, 2022","2,700.00","2,807.65","2,695.65","2,791.90"
"Aug 5, 2022","2,760.00","2,767.65","2,685.00","2,698.40"
"Aug 4, 2022","2,725.00","2,743.90","2,684.25","2,723.60"
"Aug 3, 2022","2,685.00","2,717.00","2,671.20","2,711.40"
"Aug 2, 2022","2,660.00","2,697.00","2,640.00","2,683.65"
"Aug 1, 2022","2,575.85","2,669.40","2,569.20","2,660.15"
"Jul 29, 2022","2,565.00","2,622.00","2,560.00","2,569.20"
"Jul 28, 2022","2,559.90","2,565.65","2,531.60","2,550.40"
"Jul 27, 2022","2,560.00","2,572.50","2,528.00","2,548.70"
"Jul 26, 2022","2,555.00","2,568.60","2,533.00","2,559.70"
"Jul 25, 2022","2,505.00","2,562.15","2,500.00","2,550.60"
"Jul 22, 2022","2,505.50","2,514.05","2,483.10","2,499.40"
"Jul 21, 2022","2,453.80","2,498.95","2,451.25","2,495.50"
"Jul 20, 2022","2,462.00","2,472.80","2,444.00","2,451.10"
"Jul 19, 2022","2,406.95","2,459.30","2,405.00","2,451.30"
"Jul 18, 2022","2,424.00","2,441.85","2,406.05","2,423.60"
"Jul 15, 2022","2,414.50","2,422.95","2,377.00","2,405.25"
"Jul 14, 2022","2,365.00","2,404.00","2,336.50","2,383.10"
"Jul 13, 2022","2,373.50","2,384.65","2,333.70","2,353.50"
"Jul 12, 2022","2,364.40","2,389.80","2,350.15","2,365.65"
"Jul 11, 2022","2,293.05","2,384.60","2,291.05","2,373.25"
"Jul 8, 2022","2,286.00","2,303.60","2,263.90","2,293.05"
"Jul 7, 2022","2,280.00","2,294.95","2,256.00","2,274.30"
"Jul 6, 2022","2,245.00","2,277.00","2,236.50","2,272.85"
"Jul 5, 2022","2,264.00","2,290.70","2,238.00","2,246.45"
"Jul 4, 2022","2,232.20","2,277.00","2,228.35","2,261.85"
"Jul 1, 2022","2,189.90","2,242.00","2,138.25","2,232.20"
"Jun 30, 2022","2,220.00","2,248.50","2,180.50","2,190.90"
"Jun 29, 2022","2,185.00","2,247.80","2,177.20","2,220.10"
"Jun 28, 2022","2,170.00","2,210.25","2,160.00","2,204.60"
"Jun 27, 2022","2,189.00","2,211.00","2,169.35","2,181.60"
"Jun 24, 2022","2,121.00","2,168.00","2,108.60","2,161.45"
"Jun 23, 2022","2,105.00","2,128.00","2,080.00","2,110.35"
"Jun 22, 2022","2,149.95","2,149.95","2,077.10","2,089.20"
"Jun 21, 2022","2,100.00","2,177.00","2,091.65","2,161.80"
"Jun 20, 2022","2,107.30","2,123.30","2,025.00","2,079.85"
"Jun 17, 2022","2,062.00","2,137.40","2,060.15","2,095.80"
"Jun 16, 2022","2,205.00","2,217.30","2,076.05","2,083.00"
"Jun 15, 2022","2,218.40","2,219.70","2,174.20","2,184.60"
"Jun 14, 2022","2,274.00","2,274.00","2,053.10","2,196.45"
"Jun 13, 2022","2,172.50","2,172.50","2,066.75","2,079.75"
"Jun 10, 2022","2,190.00","2,215.00","2,171.00","2,203.10"
"Jun 9, 2022","2,160.30","2,224.00","2,155.00","2,219.20"
"Jun 8, 2022","2,244.95","2,244.95","2,158.55","2,177.20"
"Jun 7, 2022","2,210.00","2,254.70","2,207.05","2,227.55"
"Jun 6, 2022","2,188.50","2,230.00","2,168.20","2,225.05"
"Jun 3, 2022","2,235.00","2,242.25","2,176.05","2,190.00"
"Jun 2, 2022","2,155.00","2,218.00","2,142.30","2,209.40"
"Jun 1, 2022","2,169.95","2,189.30","2,126.00","2,150.90"
"May 31, 2022","2,160.00","2,225.80","2,150.40","2,167.55"
"May 30, 2022","2,120.00","2,175.00","2,102.00","2,165.65"
"May 27, 2022","2,080.00","2,094.30","2,047.70","2,080.15"
"May 26, 2022","2,077.00","2,088.00","1,906.20","2,046.40"
"May 25, 2022","2,168.00","2,181.45","2,066.20","2,074.15"
"May 24, 2022","2,161.00","2,178.90","2,142.55","2,160.20"
"May 23, 2022","2,231.75","2,245.00","2,155.65","2,170.65"
"May 20, 2022","2,159.00","2,232.40","2,151.00","2,219.55"
"May 19, 2022","2,145.00","2,154.75","2,097.60","2,114.75"
"May 18, 2022","2,199.70","2,216.90","2,172.00","2,181.10"
"May 17, 2022","2,133.05","2,192.25","2,119.40","2,184.85"
"May 16, 2022","2,082.65","2,141.95","2,057.65","2,105.90"
"May 13, 2022","2,084.50","2,135.00","2,035.30","2,054.15"
"May 12, 2022","2,103.00","2,113.60","2,011.05","2,045.20"
"May 11, 2022","2,109.60","2,157.75","2,077.00","2,119.30"
"May 10, 2022","2,190.00","2,220.00","2,097.50","2,109.50"
"May 9, 2022","2,229.50","2,244.20","2,180.00","2,197.65"
"May 6, 2022","2,210.00","2,262.00","2,200.00","2,247.70"
"May 5, 2022","2,270.00","2,303.80","2,236.00","2,255.40"
"May 4, 2022","2,358.70","2,362.90","2,233.05","2,253.80"
"May 2, 2022","2,325.00","2,362.30","2,311.00","2,339.50"
"Apr 29, 2022","2,389.00","2,394.15","2,301.50","2,332.00"
"Apr 28, 2022","2,359.85","2,389.90","2,336.30","2,378.55"
"Apr 27, 2022","2,404.95","2,420.95","2,325.00","2,334.10"
"Apr 26, 2022","2,297.00","2,413.90","2,295.10","2,395.30"
"Apr 25, 2022","2,259.95","2,295.00","2,242.60","2,284.20"
"Apr 22, 2022","2,297.00","2,306.00","2,265.00","2,273.30"
"Apr 21, 2022","2,216.00","2,293.55","2,203.90","2,286.35"
"Apr 20, 2022","2,178.00","2,207.95","2,161.90","2,183.95"
"Apr 19, 2022","2,245.00","2,255.00","2,140.10","2,168.30"
"Apr 18, 2022","2,179.80","2,240.00","2,156.75","2,233.85"
"Apr 13, 2022","2,210.00","2,217.15","2,173.45","2,199.45"
"Apr 12, 2022","2,188.00","2,219.00","2,155.00","2,196.95"
"Apr 11, 2022","2,181.85","2,200.00","2,158.50","2,180.20"
"Apr 8, 2022","2,115.00","2,176.00","2,105.25","2,170.95"
"Apr 7, 2022","2,165.95","2,214.95","2,081.25","2,099.05"
"Apr 6, 2022","2,153.75","2,182.85","2,124.20","2,160.00"
"Apr 5, 2022","2,078.00","2,189.80","2,067.60","2,139.85"
"Apr 4, 2022","2,050.00","2,075.50","2,032.00","2,065.85"
"Apr 1, 2022","2,018.00","2,049.00","2,013.05","2,043.65"
"Mar 31, 2022","2,005.00","2,042.00","1,991.00","2,014.75"
"Mar 30, 2022","1,927.70","2,015.00","1,917.30","1,995.25"
"Mar 29, 2022","1,919.25","1,930.90","1,885.50","1,917.25"
"Mar 28, 2022","1,876.90","1,924.40","1,851.05","1,909.70"
"Mar 25, 2022","1,835.55","1,878.00","1,822.00","1,867.00"
"Mar 24, 2022","1,815.00","1,839.55","1,800.15","1,832.80"
"Mar 23, 2022","1,848.05","1,848.05","1,800.85","1,811.00"
"Mar 22, 2022","1,802.95","1,837.00","1,790.00","1,831.55"
"Mar 21, 2022","1,836.05","1,841.90","1,796.15","1,802.95"
"Mar 17, 2022","1,775.60","1,823.60","1,760.00","1,819.65"
"Mar 16, 2022","1,724.00","1,764.00","1,718.65","1,758.00"
"Mar 15, 2022","1,740.00","1,754.20","1,686.65","1,701.40"
"Mar 14, 2022","1,732.00","1,752.45","1,722.45","1,736.10"
"Mar 11, 2022","1,750.00","1,757.00","1,721.20","1,734.10"
"Mar 10, 2022","1,682.00","1,749.60","1,678.25","1,742.85"
"Mar 9, 2022","1,609.60","1,669.95","1,608.00","1,656.55"
"Mar 8, 2022","1,574.90","1,607.40","1,553.40","1,601.60"
"Mar 7, 2022","1,590.00","1,592.00","1,539.30","1,564.05"
"Mar 4, 2022","1,621.80","1,655.50","1,601.20","1,615.00"
"Mar 3, 2022","1,670.00","1,678.20","1,634.95","1,643.80"
"Mar 2, 2022","1,638.00","1,664.25","1,615.50","1,641.80"
"Feb 28, 2022","1,603.75","1,651.10","1,592.25","1,644.45"
"Feb 25, 2022","1,594.00","1,638.10","1,578.80","1,618.70"
"Feb 24, 2022","1,626.00","1,648.60","1,528.80","1,543.95"
"Feb 23, 2022","1,682.00","1,717.50","1,670.00","1,688.70"
"Feb 22, 2022","1,636.10","1,678.90","1,630.00","1,667.70"
"Feb 21, 2022","1,738.80","1,738.80","1,671.30","1,685.20"
"Feb 18, 2022","1,739.00","1,754.60","1,725.00","1,736.30"
"Feb 17, 2022","1,750.00","1,762.00","1,724.00","1,730.95"
"Feb 16, 2022","1,744.25","1,776.00","1,730.00","1,738.10"
"Feb 15, 2022","1,636.00","1,751.40","1,627.85","1,744.25"
"Feb 14, 2022","1,736.30","1,737.90","1,653.00","1,663.95"
"Feb 11, 2022","1,764.00","1,774.90","1,743.35","1,764.30"
"Feb 10, 2022","1,799.00","1,809.00","1,766.00","1,786.10"
"Feb 9, 2022","1,724.60","1,791.90","1,718.10","1,783.15"
"Feb 8, 2022","1,739.40","1,747.00","1,677.05","1,716.00"
"Feb 7, 2022","1,765.00","1,765.50","1,722.10","1,731.80"
"Feb 4, 2022","1,758.00","1,770.00","1,733.70","1,757.30"
"Feb 3, 2022","1,771.95","1,787.00","1,746.40","1,751.85"
"Feb 2, 2022","1,755.00","1,786.00","1,747.00","1,779.35"
"Feb 1, 2022","1,727.95","1,765.10","1,699.15","1,746.90"
"Jan 31, 2022","1,708.95","1,734.00","1,705.00","1,714.95"
"Jan 28, 2022","1,702.50","1,744.10","1,683.95","1,693.70"
"Jan 27, 2022","1,718.00","1,725.55","1,654.50","1,686.00"
"Jan 25, 2022","1,668.00","1,750.55","1,668.00","1,741.40"
"Jan 24, 2022","1,822.00","1,827.45","1,696.55","1,715.80"
"Jan 21, 2022","1,860.85","1,873.00","1,810.75","1,828.35"
"Jan 20, 2022","1,855.00","1,880.35","1,843.70","1,865.85"
"Jan 19, 2022","1,839.80","1,857.00","1,811.25","1,849.30"
"Jan 18, 2022","1,885.00","1,908.50","1,830.05","1,840.95"
"Jan 17, 2022","1,876.00","1,901.40","1,855.65","1,877.80"
"Jan 14, 2022","1,850.00","1,890.45","1,831.10","1,870.25"
"Jan 13, 2022","1,834.00","1,863.00","1,808.00","1,853.35"
"Jan 12, 2022","1,873.00","1,873.00","1,808.30","1,830.10"
"Jan 11, 2022","1,758.00","1,850.00","1,737.00","1,843.90"
"Jan 10, 2022","1,707.55","1,766.00","1,699.10","1,752.60"
"Jan 7, 2022","1,719.90","1,730.80","1,689.50","1,699.10"
"Jan 6, 2022","1,710.00","1,723.85","1,675.60","1,713.10"
"Jan 5, 2022","1,722.00","1,744.65","1,702.55","1,715.45"
"Jan 4, 2022","1,725.75","1,728.00","1,700.00","1,719.00"
"Jan 3, 2022","1,713.00","1,733.00","1,711.20","1,717.15"
"Dec 31, 2021","1,694.95","1,725.00","1,691.05","1,709.45"
"Dec 30, 2021","1,714.00","1,725.00","1,685.00","1,696.40"
"Dec 29, 2021","1,751.00","1,755.00","1,709.40","1,718.05"
"Dec 28, 2021","1,740.00","1,760.00","1,728.10","1,751.00"
"Dec 27, 2021","1,694.75","1,738.00","1,686.05","1,730.20"
"Dec 24, 2021","1,680.00","1,703.95","1,658.20","1,698.20"
"Dec 23, 2021","1,674.70","1,684.20","1,658.20","1,676.20"
"Dec 22, 2021","1,631.25","1,663.45","1,627.00","1,658.10"
"Dec 21, 2021","1,621.10","1,645.90","1,602.90","1,620.50"
"Dec 20, 2021","1,629.00","1,629.00","1,555.20","1,589.95"
"Dec 17, 2021","1,698.95","1,702.00","1,640.00","1,645.30"
"Dec 16, 2021","1,707.30","1,719.85","1,687.00","1,702.05"
"Dec 15, 2021","1,720.00","1,727.00","1,687.05","1,695.30"
"Dec 14, 2021","1,712.00","1,727.90","1,683.00","1,720.10"
"Dec 13, 2021","1,755.00","1,762.20","1,711.10","1,719.55"
"Dec 10, 2021","1,710.60","1,788.00","1,710.60","1,740.40"
"Dec 9, 2021","1,725.00","1,739.25","1,706.60","1,722.25"
"Dec 8, 2021","1,679.80","1,726.40","1,679.05","1,715.50"
"Dec 7, 2021","1,658.90","1,686.70","1,654.00","1,678.45"
"Dec 6, 2021","1,710.00","1,727.95","1,640.00","1,645.60"
"Dec 3, 2021","1,734.00","1,745.00","1,701.10","1,708.10"
"Dec 2, 2021","1,692.50","1,735.00","1,687.65","1,732.25"
"Dec 1, 2021","1,694.00","1,705.00","1,652.35","1,693.30"
"Nov 30, 2021","1,668.00","1,718.65","1,648.15","1,662.85"
"Nov 29, 2021","1,655.00","1,697.00","1,609.85","1,665.05"
"Nov 26, 2021","1,740.00","1,768.55","1,660.85","1,669.55"
"Nov 25, 2021","1,762.95","1,773.70","1,735.55","1,763.05"
"Nov 24, 2021","1,721.60","1,788.90","1,712.45","1,755.15"
"Nov 23, 2021","1,660.15","1,720.35","1,650.00","1,707.95"
"Nov 22, 2021","1,691.40","1,701.40","1,610.05","1,675.75"
"Nov 18, 2021","1,708.00","1,714.00","1,640.00","1,688.75"
"Nov 17, 2021","1,714.00","1,729.70","1,682.50","1,706.45"
"Nov 16, 2021","1,759.45","1,766.55","1,706.90","1,711.60"
"Nov 15, 2021","1,713.75","1,764.00","1,691.80","1,749.55"
"Nov 12, 2021","1,678.30","1,719.50","1,670.10","1,705.20"
"Nov 11, 2021","1,650.00","1,704.00","1,640.85","1,664.90"
"Nov 10, 2021","1,625.55","1,686.00","1,620.40","1,655.85"
